epoch;acc;loss;val_acc;val_loss
0;0.7270502090454102;0.22344868183135985;0.7635288238525391;0.20972561836242676
0;0.7147043228149415;0.22916467487812042;0.7622089385986328;0.22016146779060364
1;0.7262319564819336;0.21916881203651428;0.7632150650024414;0.2155408263206482
2;0.7267320632934571;0.21451416313648225;0.7635307312011719;0.20213688910007477
3;0.7269035339355469;0.20933863818645476;0.7635164260864258;0.2066425234079361
4;0.7270185470581054;0.20028391778469085;0.7635478973388672;0.2036784440279007
5;0.7270246505737304;0.19362324476242065;0.763641357421875;0.19880101084709167
6;0.727052879333496;0.1816704362630844;0.7635717391967773;0.20467036962509155
7;0.7270343780517579;0.1865782231092453;0.763641357421875;0.18719112873077393
8;0.7270425796508789;0.18191784918308257;0.7635431289672852;0.19444668292999268
9;0.7270549774169922;0.17180375158786773;0.7635736465454102;0.19350619614124298
10;0.7270557403564453;0.16531693637371064;0.7635288238525391;0.195530503988266
11;0.7270463943481446;0.1729506731033325;0.7635917663574219;0.17393898963928223
12;0.7270677566528321;0.16926853060722352;0.7631502151489258;0.2052793651819229
13;0.7270130157470703;0.170047128200531;0.7635507583618164;0.15744392573833466
14;0.727054214477539;0.16557829678058625;0.7629184722900391;0.18687693774700165
15;0.7270380020141601;0.17361605167388916;0.7634220123291016;0.1845327913761139
16;0.7270479202270508;0.1682046502828598;0.7635555267333984;0.17105135321617126
17;0.7270502090454102;0.1643079400062561;0.7634620666503906;0.16592930257320404
18;0.7270513534545898;0.160979762673378;0.7620038986206055;0.17141085863113403
19;0.7270742416381836;0.15382851362228395;0.7633113861083984;0.1646316647529602
20;0.7270908355712891;0.14792405664920807;0.761479377746582;0.1616896539926529
21;0.7274581909179687;0.15474104285240173;0.7632665634155273;0.1618466079235077
22;0.727084732055664;0.14771177172660827;0.763890266418457;0.15678107738494873
23;0.7268302917480469;0.1534615457057953;0.7647037506103516;0.15994484722614288
24;0.7268720626831054;0.1448598563671112;0.7604351043701172;0.15655803680419922
25;0.7271736145019532;0.15314848721027374;0.764739990234375;0.15394578874111176
26;0.7271446228027344;0.1551364928483963;0.7608909606933594;0.17192566394805908
27;0.7243139266967773;0.15696493089199065;0.7621622085571289;0.15680384635925293
28;0.7270952224731445;0.15136365294456483;0.7630386352539062;0.14407415688037872
29;0.7270593643188477;0.14891333281993865;0.7634677886962891;0.15422670543193817
30;0.7270294189453125;0.15060907900333403;0.7637701034545898;0.14969249069690704
31;0.727021598815918;0.14924120604991914;0.7619295120239258;0.15142670273780823
32;0.7269933700561524;0.1537926137447357;0.7641153335571289;0.14770635962486267
33;0.7270900726318359;0.15022631585597992;0.7629833221435547;0.14312897622585297
34;0.7270469665527344;0.1392780363559723;0.7627468109130859;0.1465199589729309
35;0.7270940780639649;0.14515987038612366;0.7623701095581055;0.15143272280693054
36;0.7272563934326172;0.1480377048254013;0.7624092102050781;0.14341998100280762
37;0.7270092010498047;0.1463908553123474;0.7634067535400391;0.15464283525943756
38;0.7266958236694336;0.14946995973587035;0.7637062072753906;0.1443249136209488
39;0.727012825012207;0.14817588925361633;0.7643890380859375;0.1477406919002533
40;0.72703857421875;0.14379783272743224;0.7631444931030273;0.14043927192687988
41;0.7270334243774415;0.14000173807144164;0.7640104293823242;0.1450508087873459
42;0.7270868301391602;0.14620761275291444;0.7608795166015625;0.13902343809604645
43;0.7269651412963867;0.13986356258392335;0.7639732360839844;0.14145930111408234
44;0.7271272659301757;0.13597266376018524;0.7630748748779297;0.14008358120918274
45;0.7272607803344726;0.135342076420784;0.7635307312011719;0.14727064967155457
46;0.7273353576660156;0.14075936675071715;0.7641258239746094;0.14486610889434814
47;0.7271242141723633;0.14195553064346314;0.7625026702880859;0.141719251871109
48;0.7268182754516601;0.1362811654806137;0.764622688293457;0.14661376178264618
49;0.7277013778686523;0.1369092047214508;0.7635231018066406;0.1415223628282547
0;0.7349605560302734;0.6639495015144348;0.7313261032104492;0.6803191602230072
1;0.7349613189697266;0.669235622882843;0.7313299179077148;0.6648708283901215
2;0.734962272644043;0.6269282102584839;0.7313299179077148;0.6140598356723785
3;0.734962272644043;0.634122109413147;0.7313299179077148;0.6210233569145203
4;0.734962272644043;0.5899035573005676;0.7313299179077148;0.5565080046653748
5;0.734962272644043;0.5617633581161499;0.7313299179077148;0.527893990278244
6;0.734962272644043;0.5684350490570068;0.7313299179077148;0.580415278673172
7;0.734962272644043;0.5112401485443115;0.7313299179077148;0.5224556922912598
8;0.734962272644043;0.4795586109161377;0.7313299179077148;0.493489608168602
9;0.734962272644043;0.46987452507019045;0.7313299179077148;0.4696337729692459
10;0.734962272644043;0.49666417837142945;0.7313299179077148;0.5348059833049774
11;0.734962272644043;0.4684357404708862;0.7313299179077148;0.4887003153562546
12;0.734962272644043;0.4695420920848846;0.7313299179077148;0.4954088181257248
13;0.734962272644043;0.45778603553771974;0.7313299179077148;0.4999782145023346
14;0.734962272644043;0.46644532680511475;0.7313299179077148;0.48716986179351807
15;0.734962272644043;0.44468621015548704;0.7313299179077148;0.4607311189174652
16;0.734962272644043;0.43547914624214173;0.7313299179077148;0.47346432507038116
17;0.734962272644043;0.4382020950317383;0.7313299179077148;0.47972898185253143
18;0.734962272644043;0.43567742109298707;0.7313299179077148;0.4639250189065933
19;0.734962272644043;0.42716392278671267;0.7313299179077148;0.45877715945243835
20;0.734962272644043;0.43280952572822573;0.7313299179077148;0.4628259837627411
21;0.734962272644043;0.42084203362464906;0.7313299179077148;0.4664444625377655
22;0.734962272644043;0.4273456156253815;0.7313299179077148;0.46768011152744293
23;0.734962272644043;0.43641855716705324;0.7313299179077148;0.4813365936279297
24;0.734962272644043;0.42844956517219546;0.7313299179077148;0.4460119605064392
25;0.734962272644043;0.4309812128543854;0.7313299179077148;0.44732213020324707
26;0.734962272644043;0.4295823693275452;0.7313299179077148;0.45819586515426636
27;0.734962272644043;0.4195642530918121;0.7313299179077148;0.4716577082872391
28;0.734962272644043;0.42896422147750857;0.7313299179077148;0.4750557541847229
29;0.734962272644043;0.41210747957229615;0.7313299179077148;0.47463321685791016
30;0.734962272644043;0.4273801684379578;0.7313299179077148;0.4629247933626175
31;0.734962272644043;0.418728893995285;0.7313299179077148;0.5051575154066086
32;0.734962272644043;0.4330072939395905;0.7313299179077148;0.4794873148202896
33;0.734962272644043;0.4235992431640625;0.7313299179077148;0.4575923681259155
34;0.734962272644043;0.4270324170589447;0.7313299179077148;0.4402375966310501
35;0.734962272644043;0.42199104428291323;0.7313299179077148;0.47460798919200897
36;0.734962272644043;0.40732690691947937;0.7313299179077148;0.5139233469963074
37;0.734962272644043;0.42028768658638;0.7313299179077148;0.4585408568382263
38;0.734962272644043;0.4122879147529602;0.7313299179077148;0.4664343297481537
39;0.734962272644043;0.41755905747413635;0.7313299179077148;0.450334832072258
40;0.734962272644043;0.4047071814537048;0.7313299179077148;0.43733902275562286
41;0.734962272644043;0.41905046701431276;0.7313299179077148;0.4406452924013138
42;0.734962272644043;0.40640643835067747;0.7313299179077148;0.4408576637506485
43;0.734962272644043;0.41477307081222536;0.7313299179077148;0.4365207552909851
44;0.734962272644043;0.417947393655777;0.7313299179077148;0.43593716621398926
45;0.734962272644043;0.42455256581306455;0.7313299179077148;0.44916076958179474
46;0.734962272644043;0.41179519295692446;0.7313299179077148;0.4687994122505188
47;0.734962272644043;0.40904900431632996;0.7313299179077148;0.44478610157966614
48;0.734962272644043;0.41287252902984617;0.7313299179077148;0.44995415210723877
49;0.734962272644043;0.3980440855026245;0.7313299179077148;0.44076547026634216
0;0.6386451721191406;0.7056888818740845;0.7313218116760254;0.6903972029685974
1;0.7349567413330078;0.689057219028473;0.7313222885131836;0.6874161064624786
2;0.7349576950073242;0.6864445805549622;0.7313232421875;0.6850905418395996
3;0.7349578857421875;0.683819568157196;0.7313232421875;0.6821824908256531
4;0.7349584579467774;0.6811164617538452;0.7313237190246582;0.6797737181186676
5;0.7349588394165039;0.6787722110748291;0.7313246726989746;0.6775198578834534
6;0.7349597930908203;0.6762693881988525;0.7313251495361328;0.6750609576702118
7;0.7349594116210938;0.6739625573158264;0.7313251495361328;0.672812432050705
8;0.7349603652954102;0.6715633153915406;0.731325626373291;0.670855849981308
9;0.7349599838256836;0.6693131804466248;0.7313270568847656;0.6680595874786377
10;0.7349601745605469;0.6671499133110046;0.7313265800476074;0.6661417186260223
11;0.7349603652954102;0.6650026798248291;0.7313270568847656;0.6643569469451904
12;0.7349613189697266;0.6628456234931945;0.7313270568847656;0.6626056134700775
13;0.7349605560302734;0.6608408212661743;0.7313265800476074;0.660659521818161
14;0.7349615097045898;0.658915638923645;0.7313265800476074;0.6581271588802338
15;0.7349613189697266;0.6568806409835816;0.7313284873962402;0.6562373638153076
16;0.7349613189697266;0.6550213813781738;0.7313284873962402;0.6547169387340546
17;0.7349615097045898;0.653256356716156;0.7313299179077148;0.652718186378479
18;0.7349615097045898;0.6513791561126709;0.7313294410705566;0.6514139473438263
19;0.7349618911743164;0.6497130155563354;0.7313299179077148;0.649803102016449
20;0.7349620819091797;0.647879695892334;0.7313299179077148;0.647972822189331
21;0.7349620819091797;0.6462053775787353;0.7313299179077148;0.6464841365814209
22;0.734962272644043;0.6446000814437867;0.7313299179077148;0.6452426910400391
23;0.734962272644043;0.6430386781692505;0.7313299179077148;0.6434780359268188
24;0.7349620819091797;0.641459834575653;0.7313299179077148;0.6420135200023651
25;0.734962272644043;0.6399313449859619;0.7313299179077148;0.640493631362915
26;0.734962272644043;0.6384517312049866;0.7313299179077148;0.6390906870365143
27;0.734962272644043;0.636881971359253;0.7313299179077148;0.6375046372413635
28;0.734962272644043;0.6356392621994018;0.7313299179077148;0.6358198523521423
29;0.734962272644043;0.6342746019363403;0.7313299179077148;0.6344465911388397
30;0.734962272644043;0.6329242587089539;0.7313299179077148;0.6331486105918884
31;0.7349620819091797;0.6315156936645507;0.7313299179077148;0.6321659982204437
32;0.734962272644043;0.630202054977417;0.7313299179077148;0.6312505602836609
33;0.734962272644043;0.6290581226348877;0.7313299179077148;0.6297417283058167
34;0.734962272644043;0.6276691675186157;0.7313299179077148;0.6288250684738159
35;0.734962272644043;0.6266516923904419;0.7313299179077148;0.6273406445980072
36;0.734962272644043;0.6255285978317261;0.7313299179077148;0.6260722875595093
37;0.734962272644043;0.6243857741355896;0.7313299179077148;0.625035971403122
38;0.734962272644043;0.6230517148971557;0.7313299179077148;0.6244281232357025
