epoch;acc;loss;val_acc;val_loss
39;0.734962272644043;0.6219525694847107;0.7313299179077148;0.6234462261199951
40;0.734962272644043;0.6210536003112793;0.7313299179077148;0.621989518404007
41;0.734962272644043;0.6200713515281677;0.7313299179077148;0.6210149526596069
42;0.734962272644043;0.6189663648605347;0.7313299179077148;0.6201371550559998
43;0.734962272644043;0.6179688215255738;0.7313299179077148;0.6194620728492737
44;0.734962272644043;0.617227828502655;0.7313299179077148;0.6184641420841217
45;0.734962272644043;0.6163230419158936;0.7313299179077148;0.6176331043243408
46;0.734962272644043;0.6151902556419373;0.7313299179077148;0.616837203502655
47;0.734962272644043;0.6144930720329285;0.7313299179077148;0.6154759526252747
48;0.734962272644043;0.613536274433136;0.7313299179077148;0.615037739276886
49;0.734962272644043;0.6125240445137023;0.7313299179077148;0.6142675280570984
